SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM
104341,United States of America,80026,GOOD SAMARITAN MEDICAL CENTER,CO,LAFAYETTE,200 EXEMPL,LA CIRCLE,,BOULDER,(303) 689-4000,Acute Care Hospitals,Voluntary non-profit - Private,78547
104342,United States of America,80027,CENTENNIAL PEAKS HOSPITAL,CO,LOUISVILLE,2255 S 88T,TH ST,,BOULDER,(303) 673-9990,Psychiatric,Government - Hospital District or Authority,45629
104343,United States of America,80027,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,CO,LOUISVILLE,100 HEALTH,H PARK DR,,BOULDER,(303) 673-1280,Acute Care Hospitals,Voluntary non-profit - Church,14922
104344,United States of America,80033,LUTHERAN MEDICAL CENTER,CO,WHEAT RIDGE,8300 W 38T,TH AVE,,JEFFERSON,(303) 425-4500,Acute Care Hospitals,Voluntary non-profit - Private,75324
104345,United States of America,80045,CHILDREN'S HOSPITAL COLORADO,CO,AURORA,13123 E 16,6TH AVE,,ADAMS,(720) 777-1234,Childrens,Voluntary non-profit - Private,36013
104346,United States of America,80045,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,CO,AURORA,12605 E 16,6TH AVE,,ADAMS,(720) 848-0000,Acute Care Hospitals,Government - Hospital District or Authority,46468
104347,United States of America,80109,CASTLE ROCK ADVENTIST HOSPITAL,CO,CASTLE ROCK,2350 MEADO,OWS BLVD,,DOUGLAS,(720) 455-2500,Acute Care Hospitals,Voluntary non-profit - Private,62200
104348,United States of America,80112,DENVER SPRINGS,CO,ENGLEWOOD,8835 AMERI,ICAN WAY,,ARAPAHOE,(720) 643-4300,Psychiatric,Proprietary,16321
104349,United States of America,80113,SWEDISH MEDICAL CENTER,CO,ENGLEWOOD,501 E HAMP,PDEN AVE,,ARAPAHOE,(303) 788-5000,Acute Care Hospitals,Proprietary,71888
104350,United States of America,80122,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,CO,LITTLETON,7700 S BRO,OADWAY,,ARAPAHOE,(303) 730-8900,Acute Care Hospitals,Voluntary non-profit - Church,72434
104351,United States of America,80124,SKY RIDGE MEDICAL CENTER,CO,LONE TREE,10101 RIDG,GEGATE PARKWAY,KWAY,DOUGLAS,(720) 225-1000,Acute Care Hospitals,Voluntary non-profit - Other,21966
104352,United States of America,80130,HIGHLANDS BEHAVIORAL HEALTH SYSTEM,CO,LITTLETON,8565 S POP,PLAR WAY,,DOUGLAS,(720) 348-2801,Psychiatric,Proprietary,34055
104353,United States of America,80138,PARKER ADVENTIST HOSPITAL,CO,PARKER,9395 CROWN,N CREST BLVD,VD,DOUGLAS,(303) 269-4000,Acute Care Hospitals,Voluntary non-profit - Private,15530
104354,United States of America,80204,DENVER HEALTH MEDICAL CENTER,CO,DENVER,777 BANNOC,CK ST,,DENVER,(303) 602-4930,Acute Care Hospitals,Government - State,64201
104355,United States of America,80206,NATIONAL JEWISH HEALTH,CO,DENVER,1400 JACKS,SON ST,,DENVER,(303) 388-4461,Acute Care Hospitals,Voluntary non-profit - Private,65915
104356,United States of America,80210,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,CO,DENVER,2525 S DOW,WNING ST,,DENVER,(303) 778-1955,Acute Care Hospitals,Voluntary non-profit - Private,93349
104357,United States of America,80218,PRESBYTERIAN ST LUKES MEDICAL CENTER,CO,DENVER,1719 E 19T,TH AVE,,DENVER,(303) 839-6000,Acute Care Hospitals,Government - State,75594
104358,United States of America,80218,SAINT JOSEPH HOSPITAL,CO,DENVER,1375 E 19T,TH AVE,,DENVER,(303) 812-2000,Acute Care Hospitals,Voluntary non-profit - Private,11035
104359,United States of America,80220,ROSE MEDICAL CENTER,CO,DENVER,4567 E 9TH,H AVE,,DENVER,(303) 320-2121,Acute Care Hospitals,Proprietary,83012
104360,United States of America,80228,CENTURA HEALTH-ST ANTHONY HOSPITAL,CO,LAKEWOOD,11600 WEST,T 2ND PLC,,JEFFERSON,(720) 321-0000,Acute Care Hospitals,Voluntary non-profit - Church,50596
104361,United States of America,80228,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,CO,LAKEWOOD,11650 WEST,T 2ND PLACE,E,JEFFERSON,(720) 321-5000,Acute Care Hospitals,Proprietary,30651
104362,United States of America,80229,NORTH SUBURBAN MEDICAL CENTER,CO,THORNTON,9191 GRANT,T ST,,ADAMS,(303) 451-7800,Acute Care Hospitals,Voluntary non-profit - Private,34641
104363,United States of America,80236,COLORADO MENTAL HEALTH INSTITUTE AT FT LOGAN,CO,DENVER,3520 W OXF,FORD AVE,,DENVER,(303) 866-7066,Psychiatric,Voluntary non-profit - Other,22566
104364,United States of America,80303,FOOTHILLS HOSPITAL,CO,BOULDER,4747 ARAPA,AHOE AVENUE,E,BOULDER,(303) 415-7000,Acute Care Hospitals,Voluntary non-profit - Private,63596
104365,United States of America,80443,ST ANTHONY SUMMIT MEDICAL CENTER,CO,FRISCO,340 PEAK O,ONE DRIVE,,SUMMIT,(970) 668-3300,Acute Care Hospitals,Voluntary non-profit - Church,65311
104366,United States of America,80459,MIDDLE PARK MEDICAL CENTER,CO,KREMMLING,214 4TH ST,T,,GRAND,(970) 724-3442,Critical Access Hospitals,Government - Hospital District or Authority,47016
104367,United States of America,80461,ST VINCENT GENERAL HOSPITAL DISTRICT,CO,LEADVILLE,822 W 4TH , ST,,LAKE,(719) 486-0230,Critical Access Hospitals,Government - Hospital District or Authority,21478
104368,United States of America,80487,UCHEALTH YAMPA VALLEY MEDICAL CENTER,CO,STEAMBOAT SPRINGS,1024 CENTR,RAL PARK DR,R,ROUTT,(970) 879-1322,Acute Care Hospitals,Voluntary non-profit - Private,47304
104369,United States of America,80501,LONGMONT UNITED HOSPITAL,CO,LONGMONT,1950 MOUNT,TAIN VIEW AVE,AVE,BOULDER,(303) 651-5111,Acute Care Hospitals,Voluntary non-profit - Private,87459
104370,United States of America,80504,LONGS PEAK HOSPITAL,CO,LONGMONT,1750 EAST , KEN PRATT BOULEVARD, BOULEVARD,BOULDER,(720) 718-3005,Acute Care Hospitals,Voluntary non-profit - Private,84904
104371,United States of America,80517,ESTES PARK MEDICAL CENTER,CO,ESTES PARK,555 PROSPE,ECT AVE,,LARIMER,(970) 577-4470,Critical Access Hospitals,Government - Hospital District or Authority,14417
104372,United States of America,80524,POUDRE VALLEY HOSPITAL,CO,FORT COLLINS,1024 S LEM,MAY AVE,,LARIMER,(970) 495-7000,Acute Care Hospitals,Voluntary non-profit - Private,36266
104373,United States of America,80528,BANNER FORT COLLINS MEDICAL CENTER,CO,FORT COLLINS,4700 LADY , MOON DRIVE,E,LARIMER,(970) 821-4000,Acute Care Hospitals,Voluntary non-profit - Other,83486
104374,United States of America,80534,CLEAR VIEW BEHAVIORAL HEALTH,CO,JOHNSTOWN,4770 LARIM,MER PKWY,,WELD,(970) 800-5550,Psychiatric,Proprietary,52144
104375,United States of America,80538,MCKEE MEDICAL CENTER,CO,LOVELAND,2000 BOISE,E AVE,,LARIMER,(970) 669-4640,Acute Care Hospitals,Voluntary non-profit - Private,18254
104376,United States of America,80538,MEDICAL CENTER OF THE ROCKIES,CO,LOVELAND,2500 ROCKY,Y MOUNTAIN AVENUE, AVENUE,LARIMER,(970) 624-2500,Acute Care Hospitals,Voluntary non-profit - Private,68739
104377,United States of America,80601,PLATTE VALLEY MEDICAL CENTER,CO,BRIGHTON,1600 PRAIR,RIE CENTER PKWY, PKWY,ADAMS,(303) 498-1601,Acute Care Hospitals,Voluntary non-profit - Private,45528
104378,United States of America,80631,NORTH COLORADO MEDICAL CENTER,CO,GREELEY,1801 - 16T,TH ST,,WELD,(970) 810-4121,Acute Care Hospitals,Voluntary non-profit - Private,30940
104379,United States of America,80701,COLORADO PLAINS MEDICAL CENTER,CO,FORT MORGAN,1000 LINCO,OLN ST,,MORGAN,(970) 867-3391,Acute Care Hospitals,Voluntary non-profit - Other,11111
104380,United States of America,80723,EAST MORGAN COUNTY HOSPITAL,CO,BRUSH,2400 WEST , EDISON STREET,REET,MORGAN,(970) 842-6222,Critical Access Hospitals,Government - Hospital District or Authority,57198
104381,United States of America,80731,HAXTUN HOSPITAL DISTRICT,CO,HAXTUN,235 W FLET,TCHER ST,,PHILLIPS,(970) 774-6123,Critical Access Hospitals,Government - Hospital District or Authority,87019
104382,United States of America,80734,MELISSA MEMORIAL HOSPITAL,CO,HOLYOKE,1001 E JOH,HNSON ST,,PHILLIPS,(970) 854-2241,Critical Access Hospitals,Government - Hospital District or Authority,24313
104383,United States of America,80737,SEDGWICK COUNTY MEMORIAL HOSPITAL,CO,JULESBURG,900 CEDAR , ST,,SEDGWICK,(970) 474-3323,Critical Access Hospitals,Government - Local,90973
104384,United States of America,80751,STERLING REGIONAL MEDCENTER,CO,STERLING,615 FAIRHU,URST ST,,LOGAN,(970) 522-0122,Acute Care Hospitals,Voluntary non-profit - Private,11057
104385,United States of America,80758,WRAY COMMUNITY DISTRICT HOSPITAL,CO,WRAY,1017 WEST , 7TH ST,,YUMA,(970) 332-4811,Critical Access Hospitals,Government - Hospital District or Authority,28622
104386,United States of America,80759,YUMA DISTRICT HOSPITAL,CO,YUMA,1000 W 8TH,H AVE,,YUMA,(970) 848-5405,Critical Access Hospitals,Government - Hospital District or Authority,14180
104387,United States of America,80807,KIT CARSON COUNTY MEMORIAL HOSPITAL,CO,BURLINGTON,286 16TH S,ST,,KIT CARSON,(719) 346-5311,Critical Access Hospitals,Government - Hospital District or Authority,18724
104388,United States of America,80810,KEEFE MEMORIAL HOSPITAL,CO,CHEYENNE WELLS,602 N 6TH , W ST,,CHEYENNE,(719) 767-5661,Critical Access Hospitals,Government - Hospital District or Authority,74936
104389,United States of America,80821,LINCOLN COMMUNITY HOSPITAL,CO,HUGO,111 6TH ST,T,,LINCOLN,(719) 743-2421,Critical Access Hospitals,Voluntary non-profit - Other,51005
104390,United States of America,80863,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,CO,WOODLAND PARK,16420 WEST,T HIGHWAY 24,24,TELLER,(719) 687-9999,Critical Access Hospitals,Voluntary non-profit - Private,71435
104391,United States of America,80906,CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEM,CO,COLORADO SPRINGS,2135 SOUTH,HGATE RD,,EL PASO,(719) 633-4114,Psychiatric,Proprietary,26007
104392,United States of America,80907,CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,CO,COLORADO SPRINGS,2222 NORTH,H NEVADA AVE,VE,EL PASO,(719) 776-5000,Acute Care Hospitals,Voluntary non-profit - Private,80935
104393,United States of America,80909,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,CO,COLORADO SPRINGS,1400 E BOU,ULDER ST,,EL PASO,(719) 365-5000,Acute Care Hospitals,Government - Local,94923
104394,United States of America,80913,Evans ACH (FT Carson),CO,Fort Carson,Fort Carso,on MEDDAC 1650 Cochr,1650 Cochrane Circle Fort Carson,EL PASO,(719) 526-7000,Acute Care - Department of Defense,Department of Defense,59900
104395,United States of America,80918,UCHEALTH GRANDVIEW HOSPITAL,CO,COLORADO SPRINGS,5623 PULPI,IT PEAK VIEW,EW,EL PASO,(719) 272-3623,Acute Care Hospitals,Voluntary non-profit - Private,85797
104396,United States of America,80923,PEAK VIEW BEHAVIORAL HEALTH,CO,COLORADO SPRINGS,7353 SISTE,ERS GROVE,,EL PASO,(719) 444-8484,Psychiatric,Proprietary,93577
104397,United States of America,81003,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,CO,PUEBLO,1600 W 24T,TH ST,,PUEBLO,(719) 546-4000,Psychiatric,Government - State,19655
104398,United States of America,81003,"PARKVIEW MEDICAL CENTER, INC",CO,PUEBLO,400 W 16TH,H ST,,PUEBLO,(719) 584-4000,Acute Care Hospitals,Voluntary non-profit - Private,42494
104399,United States of America,81004,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,CO,PUEBLO,1008 MINNE,EQUA AVE,,PUEBLO,(719) 557-4000,Acute Care Hospitals,Voluntary non-profit - Church,13742
104400,United States of America,81036,WEISBROD MEMORIAL COUNTY HOSPITAL,CO,EADS,1208 LUTHE,ER STREET,,KIOWA,(719) 438-5401,Critical Access Hospitals,Government - Local,73839
104401,United States of America,81050,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,CO,LA JUNTA,1100 CARSO,ON AVENUE,,OTERO,(719) 383-6000,Critical Access Hospitals,Voluntary non-profit - Private,54777
104402,United States of America,81052,PROWERS MEDICAL CENTER,CO,LAMAR,401 KENDAL,LL DR,,PROWERS,(719) 336-4343,Critical Access Hospitals,Government - Hospital District or Authority,18037
104403,United States of America,81073,SOUTHEAST COLORADO HOSPITAL,CO,SPRINGFIELD,373 E TENT,TH AVE,,BACA,(719) 523-4501,Critical Access Hospitals,Government - Hospital District or Authority,36150
104404,United States of America,81082,MT SAN RAFAEL HOSPITAL,CO,TRINIDAD,410 BENEDI,ICTA AVE,,LAS ANIMAS,(719) 846-9213,Critical Access Hospitals,Voluntary non-profit - Private,83716
104405,United States of America,81089,SPANISH PEAKS REGIONAL HEALTH CENTER,CO,WALSENBURG,23500 US H,HWY 160,,HUERFANO,(719) 738-5100,Critical Access Hospitals,Government - Hospital District or Authority,13180
104406,United States of America,81101,SAN LUIS VALLEY HEALTH,CO,ALAMOSA,106 BLANCA,A AVE,,ALAMOSA,(719) 589-2511,Acute Care Hospitals,Voluntary non-profit - Private,73009
104407,United States of America,81132,RIO GRANDE HOSPITAL,CO,DEL NORTE,310 COUNTY,Y RD 14,,RIO GRANDE,(719) 657-2510,Critical Access Hospitals,Voluntary non-profit - Private,74347
104408,United States of America,81140,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,CO,LA JARA,19021 US H,HIGHWAY 285,5,CONEJOS,(719) 274-5121,Critical Access Hospitals,Voluntary non-profit - Private,71380
104409,United States of America,81147,PAGOSA SPRINGS MEDICAL CENTER,CO,PAGOSA SPRINGS,95 SOUTH P,PAGOSA BOULEVARD,LEVARD,ARCHULETA,(970) 731-3700,Critical Access Hospitals,Government - Hospital District or Authority,45155
104410,United States of America,81201,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,CO,SALIDA,1000 RUSH , DR,,CHAFFEE,(719) 530-2200,Critical Access Hospitals,Government - Hospital District or Authority,17858
104411,United States of America,81212,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CO,CANON CITY,1338 PHAY , AVENUE,,FREMONT,(719) 285-2000,Critical Access Hospitals,Voluntary non-profit - Private,91844
104412,United States of America,81230,GUNNISON VALLEY HOSPITAL,CO,GUNNISON,711 NORTH , TAYLOR STREET,REET,GUNNISON,(970) 641-1456,Critical Access Hospitals,Government - Local,32053
104413,United States of America,81301,"ANIMAS SURGICAL HOSPITAL, LLC",CO,DURANGO,575 RIVERG,GATE LN,,LA PLATA,(970) 247-3537,Acute Care Hospitals,Physician,12841
104414,United States of America,81301,MERCY REGIONAL MEDICAL CENTER,CO,DURANGO,1010 THREE,E SPRINGS BLVD,BLVD,LA PLATA,(970) 247-4311,Acute Care Hospitals,Voluntary non-profit - Church,86504
104415,United States of America,81321,SOUTHWEST MEMORIAL HOSPITAL,CO,CORTEZ,1311 N MIL,LDRED RD,,MONTEZUMA,(970) 565-6666,Critical Access Hospitals,Voluntary non-profit - Private,34826
104416,United States of America,81401,MONTROSE MEMORIAL HOSPITAL,CO,MONTROSE,800 S 3RD , ST,,MONTROSE,(970) 249-2211,Acute Care Hospitals,Voluntary non-profit - Private,19937
104417,United States of America,81416,DELTA COUNTY MEMORIAL HOSPITAL,CO,DELTA,1501 E 3RD,D ST,,DELTA,(970) 874-7681,Acute Care Hospitals,Government - Local,28899
104418,United States of America,81501,WEST SPRINGS HOSPITAL,CO,GRAND JUNCTION,515 28 3/4,4 RD,,MESA,(970) 263-4918,Psychiatric,Voluntary non-profit - Private,58352
104419,United States of America,81502,ST MARYS MEDICAL CENTER,CO,GRAND JUNCTION,2635 N 7TH,H ST,,MESA,(970) 298-1950,Acute Care Hospitals,Voluntary non-profit - Church,38285
104420,United States of America,81505,COMMUNITY HOSPITAL,CO,GRAND JUNCTION,2351 'G' R,ROAD,,MESA,(970) 256-6201,Acute Care Hospitals,Voluntary non-profit - Private,56302
104421,United States of America,81521,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,CO,FRUITA,300 W OTTL,LEY AVE,,MESA,(970) 858-9871,Critical Access Hospitals,Voluntary non-profit - Private,61061
104422,United States of America,81601,VALLEY VIEW HOSPITAL ASSOCIATION,CO,GLENWOOD SPRINGS,1906 BLAKE,E AVE,,GARFIELD,(970) 945-6535,Acute Care Hospitals,Voluntary non-profit - Private,43860
104423,United States of America,81611,ASPEN VALLEY HOSPITAL,CO,ASPEN,401 CASTLE,E CREEK RD,,PITKIN,(970) 544-1261,Critical Access Hospitals,Government - Hospital District or Authority,11058
104424,United States of America,81625,"MEMORIAL HOSPITAL, THE",CO,CRAIG,750 HOSPIT,TAL LOOP,,MOFFAT,(970) 824-9411,Critical Access Hospitals,Government - Local,23942
104425,United States of America,81641,PIONEERS MEDICAL CENTER,CO,MEEKER,100 PIONEE,ERS MEDICAL CENTER D,L CENTER DR,RIO BLANCO,(970) 878-5047,Critical Access Hospitals,Government - Hospital District or Authority,63071
104426,United States of America,81648,RANGELY DISTRICT HOSPITAL,CO,RANGELY,225 EAGLE , CREST ST,,RIO BLANCO,(970) 675-5011,Critical Access Hospitals,Government - Hospital District or Authority,81698
104427,United States of America,81650,GRAND RIVER MEDICAL CENTER,CO,RIFLE,501 AIRPOR,RT RD,,GARFIELD,(970) 625-1510,Critical Access Hospitals,Government - Hospital District or Authority,88694
104428,United States of America,81657,VAIL HEALTH HOSPITAL,CO,VAIL,181 W MEAD,DOW DR,,EAGLE,(970) 476-2451,Acute Care Hospitals,Voluntary non-profit - Other,42111
104429,United States of America,82001,CHEYENNE REGIONAL MEDICAL CENTER,WY,CHEYENNE,214 EAST 2,23RD STREET,T,LARAMIE,(307) 633-7600,Acute Care Hospitals,Voluntary non-profit - Other,85735
104430,United States of America,82072,IVINSON MEMORIAL HOSPITAL,WY,LARAMIE,255 N 30TH,H,,ALBANY,(307) 755-4600,Acute Care Hospitals,Government - Hospital District or Authority,16376
104431,United States of America,82201,PLATTE COUNTY MEMORIAL HOSPITAL,WY,WHEATLAND,201 14TH S,STREET,,PLATTE,(307) 322-3636,Critical Access Hospitals,Government - Local,74675
104432,United States of America,82225,NIOBRARA HEALTH & LIFE CENTER,WY,LUSK,921 SOUTH , BALLANCEE AVENUE, AVENUE,NIOBRARA,(307) 334-4000,Critical Access Hospitals,Government - Hospital District or Authority,80895
104433,United States of America,82240,COMMUNITY HOSPITAL,WY,TORRINGTON,2000 CAMPB,BELL DRIVE,,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,73041
104434,United States of America,82301,MEMORIAL HOSPITAL OF CARBON COUNTY,WY,RAWLINS,2221 WEST , ELM STREET,T,CARBON,(307) 324-2221,Critical Access Hospitals,Government - Local,58258
104435,United States of America,82401,WASHAKIE MEDICAL CENTER,WY,WORLAND,400 SOUTH , 15TH STREET,ET,WASHAKIE,(307) 347-3221,Critical Access Hospitals,Government - Local,81405
104436,United States of America,82410,SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,WY,BASIN,388 US HIG,GHWAY 20 SOUTH,OUTH,BIG HORN,(307) 568-1500,Critical Access Hospitals,Government - Hospital District or Authority,24744
104437,United States of America,82414,CODY REGIONAL HEALTH,WY,CODY,707 SHERID,DAN AVENUE,,PARK,(307) 578-2488,Critical Access Hospitals,Government - Hospital District or Authority,15262
104438,United States of America,82431,NORTH BIG HORN HOSPITAL DISTRICT,WY,LOVELL,1115 LANE , 12,,BIG HORN,(307) 548-5200,Critical Access Hospitals,Government - Hospital District or Authority,14262
104439,United States of America,82435,POWELL VALLEY HOSPITAL,WY,POWELL,777 AVENUE,E H,,PARK,(307) 754-2267,Critical Access Hospitals,Government - Hospital District or Authority,75320
104440,United States of America,82443,HOT SPRINGS COUNTY MEMORIAL HOSPITAL,WY,THERMOPOLIS,150 EAST A,ARAPAHOE,,HOT SPRINGS,(307) 864-3121,Critical Access Hospitals,Government - Local,69003
104441,United States of America,82501,SAGEWEST HEALTH CARE,WY,RIVERTON,2100 W SUN,NSET DR,,FREMONT,(307) 856-4161,Acute Care Hospitals,Proprietary,52964
104442,United States of America,82601,WYOMING MEDICAL CENTER,WY,CASPER,1233 EAST , 2ND ST,,NATRONA,(307) 577-7201,Acute Care Hospitals,Government - Local,34995
104443,United States of America,82609,SUMMIT MEDICAL CENTER,WY,CASPER,6350 E 2ND,D STREET,,NATRONA,(307) 232-6600,Acute Care Hospitals,Physician,45243
104444,United States of America,82609,WYOMING BEHAVIORAL INSTITUTE,WY,CASPER,2521 EAST , 15TH STREET,ET,NATRONA,(307) 237-7444,Psychiatric,Proprietary,46569
104445,United States of America,82633,MEMORIAL HOSPITAL OF CONVERSE COUNTY,WY,DOUGLAS,111 SOUTH , 5TH STREET,T,CONVERSE,(307) 358-2122,Critical Access Hospitals,Government - Local,88769
104446,United States of America,82701,WESTON COUNTY HEALTH SERVICES,WY,NEWCASTLE,1124 WASHI,INGTON BOULEVARD,LEVARD,WESTON,(307) 746-4491,Critical Access Hospitals,Government - Hospital District or Authority,86739
104447,United States of America,82716,CAMPBELL COUNTY MEMORIAL HOSPITAL,WY,GILLETTE,501 SOUTH , BURMA AVENUE,NUE,CAMPBELL,(307) 688-1551,Acute Care Hospitals,Government - Hospital District or Authority,44288
104448,United States of America,82729,CROOK COUNTY HOSPITAL,WY,SUNDANCE,713 OAK ST,TREET,,CROOK,(307) 283-3501,Critical Access Hospitals,Government - Hospital District or Authority,87828
104449,United States of America,82801,SHERIDAN MEMORIAL HOSPITAL,WY,SHERIDAN,1401 W 5TH,H ST,,SHERIDAN,(307) 672-1044,Acute Care Hospitals,Government - Local,94494
104450,United States of America,82834,JOHNSON COUNTY HEALTHCARE CENTER,WY,BUFFALO,497 WEST L,LOTT,,JOHNSON,(307) 684-5521,Critical Access Hospitals,Government - Hospital District or Authority,82097
104451,United States of America,82901,ASPEN MOUNTAIN MEDICAL CENTER,WY,ROCK SPRINGS,4401 COLLE,EGE DRIVE,,SWEETWATER,(307) 448-2758,Acute Care Hospitals,Proprietary,72120
104452,United States of America,82901,MEMORIAL HOSPITAL SWEETWATER COUNTY,WY,ROCK SPRINGS,1200 COLLE,EGE DRIVE,,SWEETWATER,(307) 362-3711,Acute Care Hospitals,Government - Local,74879
104453,United States of America,82930,EVANSTON REGIONAL HOSPITAL,WY,EVANSTON,190 ARROWH,HEAD DR,,UINTA,(307) 789-3636,Acute Care Hospitals,Proprietary,49192
104454,United States of America,82931,WYOMING STATE HOSPITAL,WY,EVANSTON,831 HWY 15,50 SOUTH,,UINTA,(307) 789-3464,Psychiatric,Government - State,32021
104455,United States of America,83001,ST JOHNS MEDICAL CENTER,WY,JACKSON,625 EAST B,BROADWAY,,TETON,(307) 733-3636,Acute Care Hospitals,Government - Hospital District or Authority,29752
104456,United States of America,83101,SOUTH LINCOLN MEDICAL CENTER - CAH,WY,KEMMERER,711 ONYX S,STREET,,LINCOLN,(307) 877-4401,Critical Access Hospitals,Government - Hospital District or Authority,41056
104457,United States of America,83110,STAR VALLEY MEDICAL CENTER,WY,AFTON,901 ADAMS , STREET,,LINCOLN,(307) 885-5800,Critical Access Hospitals,Government - Hospital District or Authority,26309
104458,United States of America,83201,PORTNEUF MEDICAL CENTER,ID,POCATELLO,777 HOSPIT,TAL WAY,,BANNOCK,(208) 239-1000,Acute Care Hospitals,Proprietary,65421
104459,United States of America,83211,POWER COUNTY HOSPITAL DISTRICT,ID,AMERICAN FALLS,510 ROOSEV,VELT STREET,T,POWER,(208) 226-3200,Critical Access Hospitals,Government - Hospital District or Authority,56639
104460,United States of America,83213,LOST RIVERS MEDICAL CENTER,ID,ARCO,551 HIGHLA,AND DRIVE,,BUTTE,(208) 252-7654,Critical Access Hospitals,Government - Hospital District or Authority,90153
104461,United States of America,83221,BINGHAM MEMORIAL HOSPITAL,ID,BLACKFOOT,98 POPLAR , STREET,,BINGHAM,(208) 785-3804,Critical Access Hospitals,Voluntary non-profit - Private,91983
104462,United States of America,83221,GROVE CREEK MEDICAL CENTER,ID,BLACKFOOT,350 NORTH , MERIDIAN STREET,STREET,BINGHAM,(208) 782-2900,Acute Care Hospitals,Voluntary non-profit - Private,93931
104463,United States of America,83221,STATE HOSPITAL SOUTH,ID,BLACKFOOT,700 EAST A,ALICE STREET,ET,BINGHAM,(208) 785-1200,Psychiatric,Government - State,77866
104464,United States of America,83252,NELL J REDFIELD MEMORIAL HOSPITAL,ID,MALAD,150 NORTH , 200 WEST,,ONEIDA,(208) 766-2231,Critical Access Hospitals,Government - Local,47693
104465,United States of America,83254,BEAR LAKE MEMORIAL HOSPITAL,ID,MONTPELIER,164 SOUTH , FIFTH STREET,EET,BEAR LAKE,(208) 847-1630,Critical Access Hospitals,Government - Local,36449
104466,United States of America,83263,FRANKLIN COUNTY MEDICAL CENTER,ID,PRESTON,44 NORTH F,FIRST EAST,,FRANKLIN,(208) 852-0137,Critical Access Hospitals,Government - Local,14844
104467,United States of America,83276,CARIBOU MEMORIAL HOSPITAL,ID,SODA SPRINGS,300 SOUTH , 3RD WEST,,CARIBOU,(208) 547-3341,Critical Access Hospitals,Government - Local,10508
104468,United States of America,83301,ST LUKE'S MAGIC VALLEY RMC,ID,TWIN FALLS,801 POLE L,LINE ROAD WEST,WEST,TWIN FALLS,(208) 814-1000,Acute Care Hospitals,Voluntary non-profit - Private,64606
104469,United States of America,83318,CASSIA REGIONAL HOSPITAL,ID,BURLEY,1501 HILAN,ND AVENUE,,CASSIA,(208) 678-4444,Critical Access Hospitals,Voluntary non-profit - Private,83555
104470,United States of America,83330,NORTH CANYON MEDICAL CENTER,ID,GOODING,267 NORTH , CANYON DR,,GOODING,(208) 934-4433,Critical Access Hospitals,Voluntary non-profit - Private,80366
104471,United States of America,83338,ST LUKE'S JEROME,ID,JEROME,709 NORTH , LINCOLN AVENUE,VENUE,JEROME,(208) 814-9500,Critical Access Hospitals,Voluntary non-profit - Private,77932
104472,United States of America,83340,ST LUKE'S WOOD RIVER MEDICAL CENTER,ID,KETCHUM,100 HOSPIT,TAL DRIVE,,BLAINE,(208) 727-8800,Critical Access Hospitals,Voluntary non-profit - Private,57019
104473,United States of America,83350,MINIDOKA MEMORIAL HOSPITAL,ID,RUPERT,1224 8TH S,STREET,,MINIDOKA,(208) 436-0481,Critical Access Hospitals,Government - Local,63763
104474,United States of America,83404,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,IDAHO FALLS,3100 CHANN,NING WAY,,BONNEVILLE,(208) 529-6210,Acute Care Hospitals,Proprietary,29735
104475,United States of America,83404,MOUNTAIN VIEW HOSPITAL,ID,IDAHO FALLS,2325 CORON,NADO STREET,T,BONNEVILLE,(208) 557-2700,Acute Care Hospitals,Physician,28531
104476,United States of America,83422,TETON VALLEY HOSPITAL,ID,DRIGGS,120 EAST H,HOWARD AVE,,TETON,(208) 354-2383,Critical Access Hospitals,Voluntary non-profit - Private,10143
104477,United States of America,83440,MADISON MEMORIAL HOSPITAL,ID,REXBURG,450 EAST M,MAIN STREET,T,MADISON,(208) 359-6900,Acute Care Hospitals,Government - Local,39111
